month,level_1,value
2014-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.647
2014-07,All Items Less Accommodation,99.952
2014-07,MAS Core Inflation Measure,100.051
2014-08,All Items,100.244
2014-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.339
2014-08,All Items Less Accommodation,100.212
2014-08,MAS Core Inflation Measure,100.256
2014-09,All Items,100.054
2014-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.173
2014-09,All Items Less Accommodation,100.046
2014-09,MAS Core Inflation Measure,100.101
2014-10,All Items,99.754
2014-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.862
2014-10,All Items Less Accommodation,100.145
2014-10,MAS Core Inflation Measure,100.339
2014-11,All Items,99.941
2014-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.161
2014-11,All Items Less Accommodation,100.041
2014-11,MAS Core Inflation Measure,100.346
2014-12,All Items,99.828
2014-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.092
2014-12,All Items Less Accommodation,99.973
2014-12,MAS Core Inflation Measure,100.539
2015-01,All Items,99.613
2015-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.87
2015-01,All Items Less Accommodation,99.741
2015-01,MAS Core Inflation Measure,100.387
2015-02,All Items,99.71
2015-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.037
2015-02,All Items Less Accommodation,99.919
2015-02,MAS Core Inflation Measure,100.689
2015-03,All Items,99.949
2015-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.396
2015-03,All Items Less Accommodation,100.296
2015-03,MAS Core Inflation Measure,100.608
2015-04,All Items,99.326
2015-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.698
2015-04,All Items Less Accommodation,100.292
2015-04,MAS Core Inflation Measure,100.337
2015-05,All Items,99.778
2015-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.326
2015-05,All Items Less Accommodation,100.209
2015-05,MAS Core Inflation Measure,100.067
2015-06,All Items,99.67
2015-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.264
2015-06,All Items Less Accommodation,100.151
2015-06,MAS Core Inflation Measure,100.034
2015-07,All Items,99.315
2015-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.902
2015-07,All Items Less Accommodation,100.254
2015-07,MAS Core Inflation Measure,100.425
2015-08,All Items,99.409
2015-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.098
2015-08,All Items Less Accommodation,99.987
2015-08,MAS Core Inflation Measure,100.5
2015-09,All Items,99.41
2015-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.17
2015-09,All Items Less Accommodation,100.07
2015-09,MAS Core Inflation Measure,100.686
2015-10,All Items,98.982
2015-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.709
2015-10,All Items Less Accommodation,100.027
2015-10,MAS Core Inflation Measure,100.601
2015-11,All Items,99.18
2015-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.026
2015-11,All Items Less Accommodation,99.932
2015-11,MAS Core Inflation Measure,100.517
2015-12,All Items,99.189
2015-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.115
2015-12,All Items Less Accommodation,100.033
2015-12,MAS Core Inflation Measure,100.796
2016-01,All Items,98.971
2016-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.922
2016-01,All Items Less Accommodation,99.814
2016-01,MAS Core Inflation Measure,100.774
2016-02,All Items,98.87
2016-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.864
2016-02,All Items Less Accommodation,99.757
2016-02,MAS Core Inflation Measure,101.157
2016-03,All Items,98.911
2016-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.994
2016-03,All Items Less Accommodation,99.901
2016-03,MAS Core Inflation Measure,101.166
2016-04,All Items,98.86
2016-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.02
2016-04,All Items Less Accommodation,99.931
2016-04,MAS Core Inflation Measure,101.159
2016-05,All Items,98.216
2016-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.302
2016-05,All Items Less Accommodation,99.932
2016-05,MAS Core Inflation Measure,101.09
2016-06,All Items,98.944
2016-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.288
2016-06,All Items Less Accommodation,100.229
2016-06,MAS Core Inflation Measure,101.124
2016-07,All Items,98.667
2016-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.037
2016-07,All Items Less Accommodation,100.447
2016-07,MAS Core Inflation Measure,101.411
2016-08,All Items,99.153
2016-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.725
2016-08,All Items Less Accommodation,100.698
2016-08,MAS Core Inflation Measure,101.512
2016-09,All Items,99.162
2016-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.818
2016-09,All Items Less Accommodation,100.802
2016-09,MAS Core Inflation Measure,101.605
2016-10,All Items,98.878
2016-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.547
2016-10,All Items Less Accommodation,100.957
2016-10,MAS Core Inflation Measure,101.7
2016-11,All Items,99.195
2016-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.02
2016-11,All Items Less Accommodation,101.028
2016-11,MAS Core Inflation Measure,101.776
2016-12,All Items,99.351
2016-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.304
2016-12,All Items Less Accommodation,101.333
2016-12,MAS Core Inflation Measure,102.04
2017-01,All Items,99.524
2017-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.604
2017-01,All Items Less Accommodation,101.65
2017-01,MAS Core Inflation Measure,102.253
2017-02,All Items,99.521
2017-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.675
2017-02,All Items Less Accommodation,101.731
2017-02,MAS Core Inflation Measure,102.331
2017-03,All Items,99.562
2017-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.817
2017-03,All Items Less Accommodation,101.889
2017-03,MAS Core Inflation Measure,102.38
2017-04,All Items,99.259
2017-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.534
2017-04,All Items Less Accommodation,102.346
2017-04,MAS Core Inflation Measure,102.855
2017-05,All Items,99.596
2017-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.037
2017-05,All Items Less Accommodation,102.136
2017-05,MAS Core Inflation Measure,102.691
2017-06,All Items,99.454
2017-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.947
2017-06,All Items Less Accommodation,101.982
2017-06,MAS Core Inflation Measure,102.685
2017-07,All Items,99.223
2017-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.752
2017-07,All Items Less Accommodation,102.296
2017-07,MAS Core Inflation Measure,103.006
2017-08,All Items,99.554
2017-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.248
2017-08,All Items Less Accommodation,102.314
2017-08,MAS Core Inflation Measure,102.973
2017-09,All Items,99.534
2017-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.298
2017-09,All Items Less Accommodation,102.372
2017-09,MAS Core Inflation Measure,103.09
2017-10,All Items,99.247
2017-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.015
2017-10,All Items Less Accommodation,102.59
2017-10,MAS Core Inflation Measure,103.249
2017-11,All Items,99.822
2017-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.794
2017-11,All Items Less Accommodation,102.904
2017-11,MAS Core Inflation Measure,103.289
2017-12,All Items,99.724
2017-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.744
2017-12,All Items Less Accommodation,102.854
2017-12,MAS Core Inflation Measure,103.388
2018-01,All Items,99.533
2018-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.571
2018-01,All Items Less Accommodation,103.104
2018-01,MAS Core Inflation Measure,103.679
2018-02,All Items,100.001
2018-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,103.198
2018-02,All Items Less Accommodation,103.326
2018-02,MAS Core Inflation Measure,104.096
2018-03,All Items,99.798
2018-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,103.007
2018-03,All Items Less Accommodation,103.129
2018-03,MAS Core Inflation Measure,103.937
2018-04,All Items,99.33
2018-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.49
2018-04,All Items Less Accommodation,103.383
2018-04,MAS Core Inflation Measure,104.208
2018-05,All Items,99.949
2018-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,103.306
2018-05,All Items Less Accommodation,103.453
2018-05,MAS Core Inflation Measure,104.223
2018-06,All Items,100.006
2018-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,103.428
2018-06,All Items Less Accommodation,103.514
2018-06,MAS Core Inflation Measure,104.419
